x,carry_distance_yd,feature,feature_label
97.1054,131.9116,ball_speed_mph,Ball speed
114.5759,172.0801,ball_speed_mph,Ball speed
128.7357,197.5722,ball_speed_mph,Ball speed
99.2529,124.9563,ball_speed_mph,Ball speed
124.0381,175.2843,ball_speed_mph,Ball speed
97.1278,120.4615,ball_speed_mph,Ball speed
124.0605,146.0302,ball_speed_mph,Ball speed
110.0125,152.4388,ball_speed_mph,Ball speed
111.8468,162.664,ball_speed_mph,Ball speed
112.3613,161.8657,ball_speed_mph,Ball speed
123.7026,182.0319,ball_speed_mph,Ball speed
112.5179,115.7152,ball_speed_mph,Ball speed
100.9306,147.9878,ball_speed_mph,Ball speed
107.0821,158.9129,ball_speed_mph,Ball speed
131.5766,216.7104,ball_speed_mph,Ball speed
89.6564,126.3889,ball_speed_mph,Ball speed
131.9792,200.35,ball_speed_mph,Ball speed
97.3067,130.818,ball_speed_mph,Ball speed
135.5807,228.1277,ball_speed_mph,Ball speed
100.9306,137.2047,ball_speed_mph,Ball speed
93.8842,126.6514,ball_speed_mph,Ball speed
116.3431,167.5087,ball_speed_mph,Ball speed
121.2867,186.8876,ball_speed_mph,Ball speed
108.2453,165.2012,ball_speed_mph,Ball speed
106.7913,149.1907,ball_speed_mph,Ball speed
92.0947,112.8718,ball_speed_mph,Ball speed
130.3015,199.9453,ball_speed_mph,Ball speed
119.5419,190.9011,ball_speed_mph,Ball speed
122.5394,189.8731,ball_speed_mph,Ball speed
98.4028,131.4195,ball_speed_mph,Ball speed
119.1616,185.9252,ball_speed_mph,Ball speed
109.9678,150.2078,ball_speed_mph,Ball speed
115.6272,172.6925,ball_speed_mph,Ball speed
126.4316,202.1216,ball_speed_mph,Ball speed
100.8411,128.3793,ball_speed_mph,Ball speed
112.6297,185.0284,ball_speed_mph,Ball speed
118.7142,191.5245,ball_speed_mph,Ball speed
133.3885,222.2878,ball_speed_mph,Ball speed
133.2543,227.7997,ball_speed_mph,Ball speed
129.8542,206.8351,ball_speed_mph,Ball speed
116.8576,193.3399,ball_speed_mph,Ball speed
85.6747,118.8539,ball_speed_mph,Ball speed
86.1668,102.9309,ball_speed_mph,Ball speed
85.4957,100.4921,ball_speed_mph,Ball speed
105.8742,151.7935,ball_speed_mph,Ball speed
125.4027,198.4033,ball_speed_mph,Ball speed
121.7564,167.2244,ball_speed_mph,Ball speed
119.8774,184.077,ball_speed_mph,Ball speed
125.5369,205.5884,ball_speed_mph,Ball speed
121.7341,186.2533,ball_speed_mph,Ball speed
127.1027,197.1675,ball_speed_mph,Ball speed
133.724,235.8377,ball_speed_mph,Ball speed
130.0331,212.4891,ball_speed_mph,Ball speed
122.0696,164.9278,ball_speed_mph,Ball speed
126.5211,205.6759,ball_speed_mph,Ball speed
140.8822,250.5468,ball_speed_mph,Ball speed
137.4374,209.6238,ball_speed_mph,Ball speed
135.3794,238.6374,ball_speed_mph,Ball speed
131.241,211.6251,ball_speed_mph,Ball speed
128.8475,200.2734,ball_speed_mph,Ball speed
110.3033,106.168,ball_speed_mph,Ball speed
128.7581,184.8753,ball_speed_mph,Ball speed
134.3951,200.3281,ball_speed_mph,Ball speed
131.3082,209.2192,ball_speed_mph,Ball speed
139.898,220.9536,ball_speed_mph,Ball speed
106.8808,164.9169,ball_speed_mph,Ball speed
115.6496,167.7822,ball_speed_mph,Ball speed
127.0132,190.4418,ball_speed_mph,Ball speed
122.8973,123.633,ball_speed_mph,Ball speed
91.7815,90.3325,ball_speed_mph,Ball speed
78.1586,74.1907,ball_speed_mph,Ball speed
84.6233,98.3158,ball_speed_mph,Ball speed
95.7409,72.9659,ball_speed_mph,Ball speed
104.4202,144.871,ball_speed_mph,Ball speed
105.2479,145.0459,ball_speed_mph,Ball speed
114.218,160.105,ball_speed_mph,Ball speed
106.2545,158.3771,ball_speed_mph,Ball speed
98.9621,136.6689,ball_speed_mph,Ball speed
94.8014,127.0888,ball_speed_mph,Ball speed
112.9653,164.5779,ball_speed_mph,Ball speed
107.1269,160.3237,ball_speed_mph,Ball speed
107.8203,156.8023,ball_speed_mph,Ball speed
117.3273,177.4169,ball_speed_mph,Ball speed
115.6049,168.1649,ball_speed_mph,Ball speed
109.923,150.2625,ball_speed_mph,Ball speed
110.4375,166.1855,ball_speed_mph,Ball speed
103.3241,140.8246,ball_speed_mph,Ball speed
115.0233,172.8237,ball_speed_mph,Ball speed
96.2554,135.0394,ball_speed_mph,Ball speed
94.1303,72.1347,ball_speed_mph,Ball speed
103.3465,145.5053,ball_speed_mph,Ball speed
106.9256,164.3701,ball_speed_mph,Ball speed
105.0689,159.077,ball_speed_mph,Ball speed
85.6299,63.5389,ball_speed_mph,Ball speed
101.8477,143.7445,ball_speed_mph,Ball speed
96.6133,132.2835,ball_speed_mph,Ball speed
107.5295,160.7612,ball_speed_mph,Ball speed
94.1079,72.7581,ball_speed_mph,Ball speed
94.1526,126.5748,ball_speed_mph,Ball speed
100.2371,125.9842,ball_speed_mph,Ball speed
102.228,144.3023,ball_speed_mph,Ball speed
73.8636,40.0044,ball_speed_mph,Ball speed
88.2919,105.993,ball_speed_mph,Ball speed
80.4626,54.1229,ball_speed_mph,Ball speed
101.1543,131.7695,ball_speed_mph,Ball speed
111.7573,165.2559,ball_speed_mph,Ball speed
108.7822,144.2585,ball_speed_mph,Ball speed
110.6836,78.8823,ball_speed_mph,Ball speed
110.6389,168.1649,ball_speed_mph,Ball speed
114.6654,126.6842,ball_speed_mph,Ball speed
113.0548,159.0661,ball_speed_mph,Ball speed
121.1525,187.5984,ball_speed_mph,Ball speed
119.8774,121.3801,ball_speed_mph,Ball speed
111.8916,172.9549,ball_speed_mph,Ball speed
115.6496,176.9904,ball_speed_mph,Ball speed
124.1276,199.7813,ball_speed_mph,Ball speed
134.3504,195.1334,ball_speed_mph,Ball speed
78.8744,85.619,ball_speed_mph,Ball speed
81.2679,59.0879,ball_speed_mph,Ball speed
81.6034,99.825,ball_speed_mph,Ball speed
78.1586,95.035,ball_speed_mph,Ball speed
80.2165,98.3486,ball_speed_mph,Ball speed
77.7559,91.9182,ball_speed_mph,Ball speed
85.6523,108.4208,ball_speed_mph,Ball speed
71.4925,79.287,ball_speed_mph,Ball speed
94.0632,122.4191,ball_speed_mph,Ball speed
78.2257,97.4847,ball_speed_mph,Ball speed
80.6639,99.8141,ball_speed_mph,Ball speed
86.1444,114.4576,ball_speed_mph,Ball speed
92.6092,121.3692,ball_speed_mph,Ball speed
90.2156,115.1247,ball_speed_mph,Ball speed
85.0931,108.399,ball_speed_mph,Ball speed
93.1237,122.2222,ball_speed_mph,Ball speed
97.5304,133.9239,ball_speed_mph,Ball speed
95.0698,126.192,ball_speed_mph,Ball speed
94.5553,128.8714,ball_speed_mph,Ball speed
92.0723,120.4396,ball_speed_mph,Ball speed
87.3524,118.5039,ball_speed_mph,Ball speed
76.8611,77.231,ball_speed_mph,Ball speed
112.7416,159.6675,ball_speed_mph,Ball speed
94.4435,105.643,ball_speed_mph,Ball speed
96.5685,118.2415,ball_speed_mph,Ball speed
116.0075,166.3823,ball_speed_mph,Ball speed
88.4485,101.0389,ball_speed_mph,Ball speed
117.7971,170.8661,ball_speed_mph,Ball speed
85.272,74.0376,ball_speed_mph,Ball speed
112.6297,143.6899,ball_speed_mph,Ball speed
102.2951,115.5621,ball_speed_mph,Ball speed
116.1865,141.1855,ball_speed_mph,Ball speed
109.8336,150.2187,ball_speed_mph,Ball speed
116.4325,84.8972,ball_speed_mph,Ball speed
103.3912,109.3723,ball_speed_mph,Ball speed
113.5916,156.7367,ball_speed_mph,Ball speed
111.2652,136.0783,ball_speed_mph,Ball speed
97.3738,78.423,ball_speed_mph,Ball speed
115.8733,92.0494,ball_speed_mph,Ball speed
123.0315,124.836,ball_speed_mph,Ball speed
115.4706,138.0796,ball_speed_mph,Ball speed
113.0324,118.2633,ball_speed_mph,Ball speed
97.0607,117.0713,ball_speed_mph,Ball speed
92.8776,68.1102,ball_speed_mph,Ball speed
109.3414,120.9427,ball_speed_mph,Ball speed
112.2942,121.402,ball_speed_mph,Ball speed
125.3355,182.5678,ball_speed_mph,Ball speed
125.425,165.4199,ball_speed_mph,Ball speed
120.7275,160.3784,ball_speed_mph,Ball speed
121.8235,173.1299,ball_speed_mph,Ball speed
119.3853,101.6842,ball_speed_mph,Ball speed
101.9372,79.7135,ball_speed_mph,Ball speed
115.3364,97.9221,ball_speed_mph,Ball speed
129.9436,128.423,ball_speed_mph,Ball speed
128.4896,168.0665,ball_speed_mph,Ball speed
85.5852,185.269,club_speed_mph,Club speed
91.4236,181.157,club_speed_mph,Club speed
93.6605,164.5888,club_speed_mph,Club speed
89.6117,65.4418,club_speed_mph,Club speed
92.1618,195.0241,club_speed_mph,Club speed
92.3631,212.8609,club_speed_mph,Club speed
93.325,212.1938,club_speed_mph,Club speed
95.1816,205.2931,club_speed_mph,Club speed
94.8685,223.0643,club_speed_mph,Club speed
97.3067,221.5551,club_speed_mph,Club speed
94.2869,145.9208,club_speed_mph,Club speed
90.9315,162.0079,club_speed_mph,Club speed
93.4368,197.3753,club_speed_mph,Club speed
96.3448,196.8067,club_speed_mph,Club speed
92.2065,183.049,club_speed_mph,Club speed
93.2131,167.7822,club_speed_mph,Club speed
95.4501,181.9007,club_speed_mph,Club speed
91.6025,177.6137,club_speed_mph,Club speed
93.5487,199.136,club_speed_mph,Club speed
93.5039,190.07,club_speed_mph,Club speed
94.3316,194.4991,club_speed_mph,Club speed
94.4435,184.2301,club_speed_mph,Club speed
93.325,200.9733,club_speed_mph,Club speed
94.3987,183.3333,club_speed_mph,Club speed
94.9579,213.7358,club_speed_mph,Club speed
63.6408,102.1654,club_speed_mph,Club speed
64.7817,96.1286,club_speed_mph,Club speed
72.0293,136.4173,club_speed_mph,Club speed
71.0675,117.7056,club_speed_mph,Club speed
72.6557,128.4449,club_speed_mph,Club speed
71.7162,116.0105,club_speed_mph,Club speed
88.7169,178.8605,club_speed_mph,Club speed
89.6788,181.2117,club_speed_mph,Club speed
99.0963,193.143,club_speed_mph,Club speed
101.0424,189.5013,club_speed_mph,Club speed
92.296,158.8473,club_speed_mph,Club speed
62.1197,98.5017,club_speed_mph,Club speed
73.2597,122.769,club_speed_mph,Club speed
67.9805,116.8854,club_speed_mph,Club speed
69.8819,116.2839,club_speed_mph,Club speed
75.2058,140.7699,club_speed_mph,Club speed
72.1188,130.3915,club_speed_mph,Club speed
74.1992,74.6829,club_speed_mph,Club speed
75.4966,129.3963,club_speed_mph,Club speed
73.9979,122.5722,club_speed_mph,Club speed
73.2149,93.4164,club_speed_mph,Club speed
73.2373,103.9042,club_speed_mph,Club speed
78.0691,119.3023,club_speed_mph,Club speed
77.9796,121.6207,club_speed_mph,Club speed
76.6822,125.0109,club_speed_mph,Club speed
76.0111,129.1667,club_speed_mph,Club speed
77.398,132.4256,club_speed_mph,Club speed
75.4966,103.0293,club_speed_mph,Club speed
77.1296,131.157,club_speed_mph,Club speed
78.7625,127.2857,club_speed_mph,Club speed
83.1917,177.8871,club_speed_mph,Club speed
84.7351,184.416,club_speed_mph,Club speed
83.9298,172.4519,club_speed_mph,Club speed
83.6167,152.0779,club_speed_mph,Club speed
86.48,138.189,club_speed_mph,Club speed
86.7931,177.4934,club_speed_mph,Club speed
87.33,80.8508,club_speed_mph,Club speed
86.3234,143.2087,club_speed_mph,Club speed
89.0972,161.3517,club_speed_mph,Club speed
84.5115,133.0271,club_speed_mph,Club speed
90.9762,175.6015,club_speed_mph,Club speed
85.9655,124.1251,club_speed_mph,Club speed
87.0616,137.6531,club_speed_mph,Club speed
91.4907,140.1356,club_speed_mph,Club speed
88.605,154.3417,club_speed_mph,Club speed
89.4551,99.7703,club_speed_mph,Club speed
68.2713,146.7192,club_speed_mph,Club speed
88.2024,194.5866,club_speed_mph,Club speed
91.2446,177.57,club_speed_mph,Club speed
92.2736,174.6282,club_speed_mph,Club speed
84.0417,107.2944,club_speed_mph,Club speed
93.0565,81.332,club_speed_mph,Club speed
82.0061,122.0144,club_speed_mph,Club speed
95.8975,89.9606,club_speed_mph,Club speed
91.2894,95.8771,club_speed_mph,Club speed
81.4469,105.129,club_speed_mph,Club speed
86.1892,169.6522,club_speed_mph,Club speed
90.842,115.4965,club_speed_mph,Club speed
71.2688,105.6758,club_speed_mph,Club speed
72.7675,130.3806,club_speed_mph,Club speed
72.9912,110.0066,club_speed_mph,Club speed
73.6176,120.1225,club_speed_mph,Club speed
69.5463,102.7778,club_speed_mph,Club speed
68.7634,99.0814,club_speed_mph,Club speed
77.7335,133.8692,club_speed_mph,Club speed
76.9506,119.6194,club_speed_mph,Club speed
76.548,100.2625,club_speed_mph,Club speed
77.6441,122.5722,club_speed_mph,Club speed
77.1743,90.7262,club_speed_mph,Club speed
78.248,167.64,club_speed_mph,Club speed
82.4758,170.5709,club_speed_mph,Club speed
82.2298,175.3609,club_speed_mph,Club speed
62.5447,120.6037,club_speed_mph,Club speed
80.731,141.6776,club_speed_mph,Club speed
64.7593,129.8119,club_speed_mph,Club speed
73.7965,124.0048,club_speed_mph,Club speed
79.9481,137.839,club_speed_mph,Club speed
79.3889,120.5709,club_speed_mph,Club speed
81.8719,111.9641,club_speed_mph,Club speed
81.2455,99.6172,club_speed_mph,Club speed
84.3549,152.9746,club_speed_mph,Club speed
83.7285,129.7353,club_speed_mph,Club speed
86.7484,177.1654,club_speed_mph,Club speed
82.7666,39.1404,club_speed_mph,Club speed
84.7128,138.8561,club_speed_mph,Club speed
89.7235,120.5818,club_speed_mph,Club speed
85.5404,92.2244,club_speed_mph,Club speed
83.0574,182.3819,club_speed_mph,Club speed
82.1627,128.259,club_speed_mph,Club speed
83.1469,73.5674,club_speed_mph,Club speed
76.3466,101.5092,club_speed_mph,Club speed
84.7351,95.8443,club_speed_mph,Club speed
82.8338,132.3272,club_speed_mph,Club speed
80.306,131.157,club_speed_mph,Club speed
86.3681,174.3876,club_speed_mph,Club speed
87.2629,162.6969,club_speed_mph,Club speed
84.2878,156.9882,club_speed_mph,Club speed
83.2364,117.1697,club_speed_mph,Club speed
86.6589,62.5547,club_speed_mph,Club speed
88.7169,154.8119,club_speed_mph,Club speed
92.8552,174.4204,club_speed_mph,Club speed
85.6523,135.8377,club_speed_mph,Club speed
79.6349,165.1903,club_speed_mph,Club speed
78.8744,119.8928,club_speed_mph,Club speed
82.4087,96.8723,club_speed_mph,Club speed
82.4982,166.5901,club_speed_mph,Club speed
84.1535,136.5376,club_speed_mph,Club speed
82.7666,100.7437,club_speed_mph,Club speed
81.6929,143.0993,club_speed_mph,Club speed
82.6324,151.7498,club_speed_mph,Club speed
77.398,93.4602,club_speed_mph,Club speed
78.4494,116.7979,club_speed_mph,Club speed
79.6126,142.2135,club_speed_mph,Club speed
80.5744,130.129,club_speed_mph,Club speed
80.4626,146.3801,club_speed_mph,Club speed
78.6954,166.1308,club_speed_mph,Club speed
80.3508,156.4523,club_speed_mph,Club speed
81.5811,146.413,club_speed_mph,Club speed
76.9059,154.1667,club_speed_mph,Club speed
80.0599,141.7213,club_speed_mph,Club speed
81.0889,126.192,club_speed_mph,Club speed
80.9995,146.3145,club_speed_mph,Club speed
78.0914,117.5416,club_speed_mph,Club speed
72.611,111.4064,club_speed_mph,Club speed
75.7874,133.2349,club_speed_mph,Club speed
78.1809,155.6868,club_speed_mph,Club speed
76.369,133.4864,club_speed_mph,Club speed
70.2845,94.9913,club_speed_mph,Club speed
78.4494,153.598,club_speed_mph,Club speed
76.3243,135.3018,club_speed_mph,Club speed
80.3731,144.3241,club_speed_mph,Club speed
80.5073,146.0193,club_speed_mph,Club speed
80.7087,158.6177,club_speed_mph,Club speed
77.0625,157.8303,club_speed_mph,Club speed
83.7956,159.416,club_speed_mph,Club speed
81.2232,159.1317,club_speed_mph,Club speed
84.9141,161.4939,club_speed_mph,Club speed
86.7484,160.4221,club_speed_mph,Club speed
82.5429,141.6776,club_speed_mph,Club speed
85.5852,181.8679,club_speed_mph,Club speed
86.8602,169.0289,club_speed_mph,Club speed
84.2654,148.7314,club_speed_mph,Club speed
82.0061,71.8941,club_speed_mph,Club speed
0,152.8106,club_speed_mph,Club speed
0,162.9812,club_speed_mph,Club speed
78.5165,168.1649,club_speed_mph,Club speed
90.9091,161.8438,club_speed_mph,Club speed
86.8602,145.2975,club_speed_mph,Club speed
86.6589,162.8062,club_speed_mph,Club speed
91.2894,114.3919,club_speed_mph,Club speed
86.9721,153.6308,club_speed_mph,Club speed
87.6432,175.7437,club_speed_mph,Club speed
77.8454,68.7773,club_speed_mph,Club speed
83.5943,44.7288,club_speed_mph,Club speed
89.9025,58.5192,club_speed_mph,Club speed
84.5338,182.699,club_speed_mph,Club speed
86.2115,141.1308,club_speed_mph,Club speed
90.1933,153.5761,club_speed_mph,Club speed
93.4816,120.1444,club_speed_mph,Club speed
90.8644,176.8373,club_speed_mph,Club speed
89.2985,142.2572,club_speed_mph,Club speed
84.1088,123.4252,club_speed_mph,Club speed
89.4775,182.2178,club_speed_mph,Club speed
84.6457,161.0018,club_speed_mph,Club speed
85.9878,162.4563,club_speed_mph,Club speed
84.3101,172.0254,club_speed_mph,Club speed
85.7865,162.85,club_speed_mph,Club speed
88.3814,172.0363,club_speed_mph,Club speed
83.5048,93.2524,club_speed_mph,Club speed
72.7228,103.6527,club_speed_mph,Club speed
82.7219,160.0722,club_speed_mph,Club speed
84.5786,161.1439,club_speed_mph,Club speed
87.3524,56.682,club_speed_mph,Club speed
84.1312,148.8626,club_speed_mph,Club speed
87.151,151.717,club_speed_mph,Club speed
74.6913,130.0416,club_speed_mph,Club speed
73.282,116.7323,club_speed_mph,Club speed
91.267,142.7931,club_speed_mph,Club speed
84.4667,161.822,club_speed_mph,Club speed
88.7169,130.818,club_speed_mph,Club speed
86.5023,123.8517,club_speed_mph,Club speed
86.9945,163.7249,club_speed_mph,Club speed
67.9805,87.5656,club_speed_mph,Club speed
76.6598,143.5258,club_speed_mph,Club speed
76.1901,126.2139,club_speed_mph,Club speed
70.8214,122.091,club_speed_mph,Club speed
76.5032,127.4606,club_speed_mph,Club speed
78.5165,162.5328,club_speed_mph,Club speed
80.3508,152.3731,club_speed_mph,Club speed
78.4046,99.0267,club_speed_mph,Club speed
74.8031,94.5429,club_speed_mph,Club speed
79.277,146.1177,club_speed_mph,Club speed
80.7087,169.7835,club_speed_mph,Club speed
74.311,83.213,club_speed_mph,Club speed
72.2083,52.8981,club_speed_mph,Club speed
79.2099,91.5245,club_speed_mph,Club speed
77.1519,95.7787,club_speed_mph,Club speed
80.2165,130.3696,club_speed_mph,Club speed
61.8289,84.8425,club_speed_mph,Club speed
78.852,142.4103,club_speed_mph,Club speed
76.9953,117.64,club_speed_mph,Club speed
83.0798,141.3167,club_speed_mph,Club speed
81.6258,135.6518,club_speed_mph,Club speed
82.8114,136.0346,club_speed_mph,Club speed
85.5852,153.423,club_speed_mph,Club speed
74.6242,101.8482,club_speed_mph,Club speed
82.3416,97.08,club_speed_mph,Club speed
62.5224,112.9593,club_speed_mph,Club speed
85.876,101.2467,club_speed_mph,Club speed
79.6573,44.3351,club_speed_mph,Club speed
78.1138,145.6256,club_speed_mph,Club speed
85.7194,149.3657,club_speed_mph,Club speed
83.4601,121.3801,club_speed_mph,Club speed
78.1586,147.7034,club_speed_mph,Club speed
83.214,54.1885,club_speed_mph,Club speed
68.9647,75.6999,club_speed_mph,Club speed
85.5404,128.8605,club_speed_mph,Club speed
81.6482,136.5157,club_speed_mph,Club speed
82.2969,151.8263,club_speed_mph,Club speed
81.6482,155.8618,club_speed_mph,Club speed
81.939,79.2432,club_speed_mph,Club speed
82.4535,92.7275,club_speed_mph,Club speed
82.2074,132.196,club_speed_mph,Club speed
84.8917,157.36,club_speed_mph,Club speed
86.5471,147.6925,club_speed_mph,Club speed
0,125.9296,club_speed_mph,Club speed
74.7137,126.7826,club_speed_mph,Club speed
77.5322,153.0512,club_speed_mph,Club speed
70.7767,106.2227,club_speed_mph,Club speed
77.4875,78.1387,club_speed_mph,Club speed
80.2389,160.7174,club_speed_mph,Club speed
82.4535,166.9182,club_speed_mph,Club speed
77.1743,120.0459,club_speed_mph,Club speed
80.7758,151.6295,club_speed_mph,Club speed
78.4941,149.5188,club_speed_mph,Club speed
81.156,174.0485,club_speed_mph,Club speed
78.7402,134.9409,club_speed_mph,Club speed
80.8652,175.0219,club_speed_mph,Club speed
75.1387,132.185,club_speed_mph,Club speed
75.7203,101.9576,club_speed_mph,Club speed
74.2663,131.7695,club_speed_mph,Club speed
74.6466,70.7021,club_speed_mph,Club speed
74.915,133.0271,club_speed_mph,Club speed
75.2953,120.1444,club_speed_mph,Club speed
76.794,55.8071,club_speed_mph,Club speed
75.7427,81.7913,club_speed_mph,Club speed
73.9755,91.5792,club_speed_mph,Club speed
75.4295,79.4619,club_speed_mph,Club speed
75.7874,124.4313,club_speed_mph,Club speed
72.8123,57.8959,club_speed_mph,Club speed
76.2124,127.8543,club_speed_mph,Club speed
65.4975,96.916,club_speed_mph,Club speed
78.2033,146.1505,club_speed_mph,Club speed
73.8413,123.9064,club_speed_mph,Club speed
77.2638,141.1527,club_speed_mph,Club speed
75.3848,149.5625,club_speed_mph,Club speed
78.8744,136.1439,club_speed_mph,Club speed
76.9059,147.6269,club_speed_mph,Club speed
78.4941,156.1899,club_speed_mph,Club speed
78.1138,117.2025,club_speed_mph,Club speed
77.0848,137.9046,club_speed_mph,Club speed
69.6582,95.1334,club_speed_mph,Club speed
73.0807,110.6955,club_speed_mph,Club speed
77.4651,111.7126,club_speed_mph,Club speed
74.2887,109.416,club_speed_mph,Club speed
77.9572,105.3696,club_speed_mph,Club speed
72.0517,103.0402,club_speed_mph,Club speed
76.548,136.2533,club_speed_mph,Club speed
78.7402,148.2502,club_speed_mph,Club speed
77.9125,119.871,club_speed_mph,Club speed
78.3822,116.273,club_speed_mph,Club speed
76.8835,114.5451,club_speed_mph,Club speed
78.3151,92.465,club_speed_mph,Club speed
77.4875,84.1973,club_speed_mph,Club speed
77.3309,95.7349,club_speed_mph,Club speed
80.8205,165.584,club_speed_mph,Club speed
80.6416,99.6391,club_speed_mph,Club speed
56.5497,49.3329,club_speed_mph,Club speed
77.398,167.3884,club_speed_mph,Club speed
80.0152,154.6369,club_speed_mph,Club speed
81.8719,146.3145,club_speed_mph,Club speed
79.277,149.5297,club_speed_mph,Club speed
76.973,102.231,club_speed_mph,Club speed
80.5073,67.0166,club_speed_mph,Club speed
80.5521,126.3342,club_speed_mph,Club speed
79.9257,143.0118,club_speed_mph,Club speed
80.5073,151.2686,club_speed_mph,Club speed
79.7468,155.5884,club_speed_mph,Club speed
82.4982,165.7262,club_speed_mph,Club speed
80.6639,158.7708,club_speed_mph,Club speed
82.6548,152.8434,club_speed_mph,Club speed
79.9928,164.8185,club_speed_mph,Club speed
91.6696,184.6894,club_speed_mph,Club speed
88.605,145.6037,club_speed_mph,Club speed
91.5802,184.5691,club_speed_mph,Club speed
93.9961,211.4939,club_speed_mph,Club speed
87.1287,170.8661,club_speed_mph,Club speed
94.8908,169.7616,club_speed_mph,Club speed
97.0159,157.5131,club_speed_mph,Club speed
72.6781,117.3228,club_speed_mph,Club speed
73.9084,121.0411,club_speed_mph,Club speed
73.886,115.7152,club_speed_mph,Club speed
64.6027,115.4528,club_speed_mph,Club speed
65.9001,121.4458,club_speed_mph,Club speed
75.4966,137.8062,club_speed_mph,Club speed
75.34,147.0582,club_speed_mph,Club speed
80.8652,108.9567,club_speed_mph,Club speed
77.8006,164.8075,club_speed_mph,Club speed
68.7187,127.2966,club_speed_mph,Club speed
70.3293,127.3731,club_speed_mph,Club speed
68.8976,115.8246,club_speed_mph,Club speed
74.4005,96.0302,club_speed_mph,Club speed
76.1677,150.8311,club_speed_mph,Club speed
76.9506,114.9825,club_speed_mph,Club speed
74.1768,132.8412,club_speed_mph,Club speed
74.0873,149.6172,club_speed_mph,Club speed
74.8926,129.4838,club_speed_mph,Club speed
75.4519,133.0271,club_speed_mph,Club speed
77.5993,143.7445,club_speed_mph,Club speed
73.1702,36.3845,club_speed_mph,Club speed
71.1793,111.0564,club_speed_mph,Club speed
75.3176,122.8237,club_speed_mph,Club speed
88.7616,186.7782,club_speed_mph,Club speed
86.8379,186.7345,club_speed_mph,Club speed
85.876,144.0507,club_speed_mph,Club speed
85.6747,182.2725,club_speed_mph,Club speed
92.117,206.5398,club_speed_mph,Club speed
86.0102,126.4326,club_speed_mph,Club speed
73.1926,113.7248,club_speed_mph,Club speed
64.0882,80.5993,club_speed_mph,Club speed
84.847,61.0346,club_speed_mph,Club speed
84.5786,116.5245,club_speed_mph,Club speed
80.731,104.6697,club_speed_mph,Club speed
90.6407,128.6527,club_speed_mph,Club speed
90.2827,162.4563,club_speed_mph,Club speed
92.2513,76.6842,club_speed_mph,Club speed
92.4749,165.4856,club_speed_mph,Club speed
88.3142,63.4952,club_speed_mph,Club speed
90.9986,129.3526,club_speed_mph,Club speed
93.0118,116.5901,club_speed_mph,Club speed
93.146,192.4103,club_speed_mph,Club speed
92.1394,158.4755,club_speed_mph,Club speed
90.9091,87.9484,club_speed_mph,Club speed
95.8975,166.7104,club_speed_mph,Club speed
93.9961,185.8815,club_speed_mph,Club speed
93.7276,161.1439,club_speed_mph,Club speed
92.6315,43.657,club_speed_mph,Club speed
92.5197,201.7498,club_speed_mph,Club speed
92.2065,179.8994,club_speed_mph,Club speed
90.7972,181.3976,club_speed_mph,Club speed
94.2869,116.8526,club_speed_mph,Club speed
91.9157,177.395,club_speed_mph,Club speed
74.5347,128.1387,club_speed_mph,Club speed
73.1254,126.9248,club_speed_mph,Club speed
79.2323,124.7703,club_speed_mph,Club speed
73.7294,114.3263,club_speed_mph,Club speed
79.2099,141.1308,club_speed_mph,Club speed
80.0152,147.9331,club_speed_mph,Club speed
80.4402,150.1859,club_speed_mph,Club speed
81.1784,145.0241,club_speed_mph,Club speed
83.4601,152.6247,club_speed_mph,Club speed
81.2679,125.2734,club_speed_mph,Club speed
89.1643,170.6584,club_speed_mph,Club speed
89.2985,171.9598,club_speed_mph,Club speed
91.6025,165.4965,club_speed_mph,Club speed
93.1684,181.2008,club_speed_mph,Club speed
85.0483,143.4711,club_speed_mph,Club speed
90.1262,179.4182,club_speed_mph,Club speed
88.2695,160.1925,club_speed_mph,Club speed
94.5329,182.2835,club_speed_mph,Club speed
82.8785,146.3145,club_speed_mph,Club speed
90.7078,139.7419,club_speed_mph,Club speed
83.7509,132.0538,club_speed_mph,Club speed
91.6473,156.846,club_speed_mph,Club speed
94.6895,169.6304,club_speed_mph,Club speed
91.0433,179.2323,club_speed_mph,Club speed
89.7235,163.2218,club_speed_mph,Club speed
87.3076,176.2795,club_speed_mph,Club speed
89.6564,165.4746,club_speed_mph,Club speed
89.9919,157.3819,club_speed_mph,Club speed
86.2786,108.5521,club_speed_mph,Club speed
84.7351,160.4221,club_speed_mph,Club speed
86.8826,162.4672,club_speed_mph,Club speed
74.915,146.4348,club_speed_mph,Club speed
84.7799,144.7288,club_speed_mph,Club speed
72.7228,137.4235,club_speed_mph,Club speed
87.7997,163.2874,club_speed_mph,Club speed
71.8057,121.3911,club_speed_mph,Club speed
75.1163,118.0446,club_speed_mph,Club speed
80.0599,113.9436,club_speed_mph,Club speed
68.5174,80.4899,club_speed_mph,Club speed
77.9349,125.6124,club_speed_mph,Club speed
82.185,113.9982,club_speed_mph,Club speed
78.1809,119.4444,club_speed_mph,Club speed
85.3839,137.675,club_speed_mph,Club speed
84.0193,112.7625,club_speed_mph,Club speed
90.238,138.8451,club_speed_mph,Club speed
85.8312,151.3998,club_speed_mph,Club speed
70.128,140.6277,club_speed_mph,Club speed
86.5247,171.5114,club_speed_mph,Club speed
86.9273,131.1789,club_speed_mph,Club speed
